	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
d__Bacteria;p__Acidobacteria;c__Subgroup_9;o__Subgroup_9;f__Subgroup_9;g__Subgroup_9;s__uncultured_Acidobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__Acidobacteria_bacterium	0	2	13	0	10	29	2	4	12	12	10	6	10	10	0	0	0	0	0	0	19
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__Holophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__unclassified_Subgroup_10	29	64	34	32	24	36	33	32	41	60	28	61	23	21	20	21	46	69	46	26	23
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_Acidobacteria	0	0	0	0	4	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_bacterium	95	48	54	98	22	21	71	36	41	45	52	58	32	8	57	46	77	21	13	28	41
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_Bacteroidetes	21	0	0	0	0	0	0	0	0	0	6	0	18	7	11	0	0	0	0	0	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_Holophaga	8	0	0	0	0	0	0	0	1	0	0	0	0	5	0	24	0	0	0	0	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_prokaryote	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
d__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_soil	0	0	10	6	0	9	8	13	0	0	3	0	7	21	0	0	0	0	0	0	10
d__Bacteria;p__Actinobacteria;c__0319-7L14;o__0319-7L14;f__0319-7L14;g__0319-7L14;s__unclassified_0319-7L14	0	0	0	0	0	0	5	0	5	0	2	8	0	0	0	0	0	0	4	0	0
d__Bacteria;p__Actinobacteria;c__0319-7L14;o__0319-7L14;f__0319-7L14;g__0319-7L14;s__uncultured_Actinomycetales	0	0	0	20	0	0	0	0	0	0	0	5	10	0	0	0	11	0	7	0	0
d__Bacteria;p__Actinobacteria;c__0319-7L14;o__0319-7L14;f__0319-7L14;g__0319-7L14;s__uncultured_bacterium	38	39	33	30	26	39	29	40	34	17	46	14	17	10	43	65	34	23	48	32	69
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__bacterium_enrichment	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__unclassified_uncultured	23	27	29	33	31	30	49	40	22	48	45	40	25	27	71	37	21	37	53	30	28
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_Actinobacteridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_Actinomycetales	0	0	3	0	0	0	7	0	0	0	11	6	0	0	0	0	0	0	11	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_bacterium	8	7	5	14	0	5	4	9	11	13	10	6	9	4	15	11	14	13	24	6	9
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_organism	0	0	0	18	0	0	0	0	0	0	0	0	13	0	0	0	0	0	15	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_soil	0	0	9	7	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__Actinobacteria_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__metagenome	0	0	1	0	0	0	8	5	2	0	6	0	0	0	7	0	0	4	0	9	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__unclassified_IMCC26256	278	304	307	332	367	367	282	344	412	202	296	301	316	182	367	383	411	453	442	307	365
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_Acidimicrobiales	0	7	9	20	10	12	7	0	11	12	8	0	8	0	0	8	0	11	3	11	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_Acidimicrobidae	0	27	10	0	19	15	28	20	17	0	17	0	31	0	25	30	23	35	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_Acidothermaceae	1	1	2	0	1	3	2	0	1	1	0	0	4	5	3	1	0	2	1	3	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_actinobacterium	21	24	35	27	23	47	54	33	26	29	18	26	19	4	43	18	9	9	30	29	36
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_Actinomycetales	19	39	0	0	23	43	0	0	0	0	0	0	25	13	0	44	0	0	21	0	29
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256;s__uncultured_bacterium	36	79	67	79	72	92	80	67	127	48	61	97	120	35	104	107	62	47	94	183	129
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__metagenome	0	0	0	3	9	7	6	0	0	0	3	0	3	14	0	9	0	11	0	4	3
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__unclassified_Iamia	194	306	196	284	396	255	305	254	263	140	145	152	222	209	202	256	286	335	258	227	259
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__uncultured_Acidimicrobiales	4	0	3	0	0	1	2	0	1	1	0	0	0	0	1	1	1	2	1	5	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__uncultured_Actinomycetales	8	12	11	0	0	16	6	15	6	0	20	14	10	9	0	15	14	11	6	12	16
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__uncultured_bacterium	51	30	27	24	55	24	61	47	40	37	43	29	52	27	60	25	33	32	55	62	23
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__uncultured_Iamiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__metagenome	7	8	0	22	6	3	10	26	21	0	29	17	21	40	17	30	0	1	7	13	48
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__unclassified_CL500-29_marine_group	15	19	16	0	21	34	21	0	0	21	0	0	0	0	0	0	17	18	15	18	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__uncultured_bacterium	0	0	10	0	0	8	4	0	0	4	10	0	7	3	0	0	0	4	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__unclassified_Ilumatobacter	19	16	15	25	36	17	20	23	23	7	32	21	28	22	23	18	34	23	32	35	12
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__unclassified_Ilumatobacteraceae;s__unclassified_Ilumatobacteraceae	1	0	4	10	5	5	7	9	0	0	15	0	0	5	4	9	0	5	5	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__metagenome	4	21	13	9	12	10	13	14	0	7	0	9	10	8	0	15	7	8	11	0	7
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__unclassified_uncultured	20	33	32	26	30	43	37	3	19	17	0	19	25	0	36	26	0	39	23	42	36
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__uncultured_Acidimicrobiales	9	13	7	11	6	22	14	0	0	0	0	8	7	6	0	8	7	7	9	13	12
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__uncultured_actinobacterium	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	1	0	2	3	0	2	1	1	1	1	3	1	0	2	3	6	1
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__uncultured;s__uncultured_organism	0	5	0	0	0	4	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__unclassified_Microtrichales;g__unclassified_Microtrichales;s__unclassified_Microtrichales	27	25	30	32	20	20	15	30	33	24	30	38	35	11	39	32	30	44	38	26	30
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__bacterium_YC-ZSS-LKJ199	0	4	0	5	0	0	7	13	0	0	0	5	0	5	0	0	0	12	7	10	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__metagenome	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__unclassified_uncultured	44	25	34	48	47	28	53	58	53	32	27	62	49	24	33	24	71	44	58	45	17
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__uncultured_Actinomycetales	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__uncultured_bacterium	8	26	12	36	5	24	18	11	17	27	27	19	21	7	22	18	32	25	25	9	16
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__uncultured_Iamiaceae	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__wastewater_metagenome	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__unclassified_Acidimicrobiia;f__unclassified_Acidimicrobiia;g__unclassified_Acidimicrobiia;s__unclassified_Acidimicrobiia	50	31	13	35	24	19	66	34	33	35	7	27	15	9	42	20	46	29	23	66	34
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__metagenome	3	0	0	7	0	11	10	0	0	0	0	2	0	3	0	6	0	0	6	10	23
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__unclassified_uncultured	31	46	25	40	46	144	58	51	80	43	14	61	13	0	45	82	14	187	131	68	51
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Acidimicrobiales	9	10	19	41	5	16	0	0	13	10	10	19	37	0	0	47	33	0	24	17	6
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Acidimicrobidae	27	17	9	20	6	30	25	13	9	34	9	42	37	10	23	29	22	15	37	32	22
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Aciditerrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_actinobacterium	3	5	0	0	0	0	0	0	0	0	0	6	0	0	0	26	4	0	0	9	10
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium	12	0	4	10	21	7	8	0	6	2	9	8	1	0	0	13	7	0	20	0	30
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Iamia	0	0	0	0	0	9	6	13	7	0	10	0	12	0	5	16	12	5	4	0	21
d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_soil	0	14	0	13	0	0	8	0	6	0	0	0	0	0	0	14	0	0	0	8	17
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__unclassified_Bifidobacterium	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__unclassified_Mycobacterium	24	35	33	21	57	35	60	20	19	30	12	20	23	32	26	45	28	55	36	42	36
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia;s__unclassified_Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	10	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae;g__Fodinicola;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	14	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__unclassified_Blastococcus	12	24	15	0	13	17	17	12	14	14	10	0	15	0	0	0	0	16	9	10	28
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus;s__unclassified_Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__metagenome	0	0	0	0	9	3	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__Sporichthya_polymorpha	0	0	13	0	19	18	8	0	7	6	0	4	0	10	0	0	0	13	9	9	19
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__unclassified_Sporichthya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__uncultured_bacterium	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__uncultured;s__uncultured_bacterium	0	21	23	21	12	0	0	27	13	0	0	11	21	0	14	31	0	15	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__uncultured;s__uncultured_Sporichthya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__unclassified_Frankiales;g__unclassified_Frankiales;s__unclassified_Frankiales	0	0	0	0	7	3	0	0	0	0	11	21	0	0	0	0	0	6	0	1	23
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__uncultured;g__uncultured;s__unclassified_uncultured	29	0	0	20	26	0	26	20	0	14	0	0	39	0	0	24	0	0	14	0	15
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__uncultured;g__uncultured;s__uncultured_actinobacterium	0	0	0	0	0	18	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__uncultured;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_algeriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_harbinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_scopariae	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__unclassified_Cellulomonas	0	0	20	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus;s__unclassified_Phycicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;s__unclassified_Terrabacter	0	0	0	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Tetrasphaera;s__unclassified_Tetrasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__unclassified_Intrasporangiaceae;s__unclassified_Intrasporangiaceae	13	29	0	14	12	0	22	19	0	0	0	0	24	0	0	13	23	0	19	37	38
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__Agromyces_ramosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__unclassified_Agromyces	0	1	0	12	4	0	9	3	5	7	0	3	14	0	0	0	3	5	0	8	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Galbitalea;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Galbitalea;s__unclassified_Galbitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Galbitalea;s__uncultured_bacterium	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__unclassified_Microbacterium	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__unclassified_Microbacteriaceae;s__unclassified_Microbacteriaceae	18	7	0	0	20	15	15	0	11	0	0	0	0	35	0	9	0	25	2	0	11
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paenarthrobacter;s__unclassified_Paenarthrobacter	0	24	4	0	22	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paeniglutamicibacter;s__unclassified_Paeniglutamicibacter	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__unclassified_Pseudarthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__unclassified_Micrococcaceae;s__unclassified_Micrococcaceae	52	321	159	144	70	70	71	125	49	124	37	53	364	29	59	222	383	81	41	52	166
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;s__unclassified_Isoptericola	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora;s__unclassified_Promicromonospora	0	7	11	0	0	10	10	17	11	14	0	0	0	77	0	0	0	24	12	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__unclassified_Micrococcales;g__unclassified_Micrococcales;s__unclassified_Micrococcales	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__unclassified_Actinoplanes	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Allocatelliglobosispora;s__Allocatelliglobosispora_scoriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Asanoa;s__unclassified_Asanoa	0	0	0	0	0	0	0	0	0	0	17	0	0	39	0	0	0	31	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Asanoa;s__uncultured_bacterium	11	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;s__unclassified_Catellatospora	7	0	15	11	34	0	0	12	9	4	0	6	9	18	0	0	0	18	6	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catelliglobosispora;s__Catelliglobosispora_koreensis	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Dactylosporangium;s__unclassified_Dactylosporangium	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Dactylosporangium;s__uncultured_bacterium	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Krasilnikovia;s__uncultured_bacterium	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Longispora;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;s__uncultured_bacterium	0	0	0	14	0	0	0	0	0	0	0	11	7	0	0	0	0	0	10	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Plantactinospora;s__unclassified_Plantactinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
