	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__unclassified_Pseudonocardia	0	16	13	0	0	10	13	0	0	0	10	7	0	15	0	0	0	31	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__uncultured_bacterium	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Umezawaea;s__Umezawaea_tangerina	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__unclassified_Pseudonocardiaceae;s__unclassified_Pseudonocardiaceae	0	0	6	0	0	12	0	0	0	0	0	0	10	8	10	0	0	0	15	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_toxytricini	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__unclassified_Streptomyces	81	449	389	178	406	187	318	286	231	310	290	157	665	273	207	335	449	239	239	173	228
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__unclassified_Streptomycetaceae;s__unclassified_Streptomycetaceae	3	0	9	0	0	4	9	4	1	1	3	0	8	5	8	6	0	1	3	2	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__unclassified_Nonomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Sphaerisporangium;s__unclassified_Sphaerisporangium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__unclassified_Streptosporangiaceae;s__unclassified_Streptosporangiaceae	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__uncultured;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__unclassified_Actinobacteria;f__unclassified_Actinobacteria;g__unclassified_Actinobacteria;s__unclassified_Actinobacteria	3	0	0	5	0	9	2	0	0	6	0	2	3	0	4	5	0	0	5	3	1
d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__unclassified_Collinsella	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__unclassified_Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__FFCH16263;o__FFCH16263;f__FFCH16263;g__FFCH16263;s__uncultured_bacterium	2	18	5	12	5	5	5	10	8	0	0	3	6	0	0	14	9	6	0	6	13
d__Bacteria;p__Actinobacteria;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__metagenome	0	0	8	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__unclassified_MB-A2-108	33	13	19	34	0	11	11	3	30	13	30	25	30	0	34	18	34	0	17	16	26
d__Bacteria;p__Actinobacteria;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__uncultured_actinobacterium	85	56	31	97	78	54	98	64	55	65	76	109	67	37	71	61	79	46	71	42	115
d__Bacteria;p__Actinobacteria;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__uncultured_Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
d__Bacteria;p__Actinobacteria;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__uncultured_bacterium	130	113	108	250	38	53	103	106	80	71	60	109	142	14	88	132	270	93	99	85	65
d__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__uncultured_bacterium	0	0	0	0	0	4	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__uncultured;s__uncultured_bacterium	0	7	0	12	0	0	0	0	4	0	0	5	0	7	6	10	0	0	0	0	3
d__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__unclassified_Rubrobacter	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__uncultured_bacterium	0	0	4	0	0	0	0	0	0	0	2	0	0	0	5	0	8	0	0	13	0
d__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__uncultured_Rubrobacter	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__unclassified_Gaiella	45	40	56	40	8	35	37	19	30	46	48	45	66	26	28	58	66	19	30	68	46
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__uncultured_actinobacterium	21	14	21	15	19	37	3	26	20	26	24	16	19	0	27	19	9	27	18	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__uncultured_bacterium	0	0	0	0	0	0	18	0	0	4	0	3	0	0	14	0	0	0	6	7	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__unclassified_Gaiellales;g__unclassified_Gaiellales;s__unclassified_Gaiellales	1	3	0	1	0	0	0	4	0	0	4	0	0	0	5	5	0	0	5	8	5
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__metagenome	12	9	23	25	0	12	15	19	5	15	25	5	17	0	6	15	27	12	27	8	15
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__unclassified_uncultured	11	14	22	19	0	0	18	9	12	16	0	0	14	0	15	10	0	6	9	50	2
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__uncultured_bacterium	0	11	12	24	0	3	19	3	13	12	16	15	9	0	18	4	8	0	4	16	32
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__uncultured_Rubrobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__metagenome	0	0	0	0	0	0	8	0	0	0	27	0	15	20	0	0	0	19	0	0	22
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__unclassified_67-14	11	35	59	1	0	39	16	26	43	51	33	26	23	37	93	74	12	45	63	66	56
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__uncultured_actinobacterium	11	35	18	24	17	31	15	20	17	21	21	42	26	0	25	21	25	17	18	36	50
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__uncultured_bacterium	23	33	33	31	30	37	31	6	27	6	32	42	28	10	48	70	83	31	49	72	50
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__uncultured_Rubrobacteraceae	16	0	40	0	63	39	13	27	0	0	41	22	0	28	33	14	11	0	0	39	35
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__uncultured_Rubrobacteria	0	9	0	13	13	0	6	1	0	0	0	0	21	0	3	1	0	0	0	0	2
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__unclassified_Conexibacter	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_bacterium	0	0	8	0	0	0	0	0	8	7	0	0	0	0	3	0	2	0	1	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__metagenome	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__unclassified_Solirubrobacter	14	27	24	0	4	0	16	0	23	0	9	6	0	22	14	34	30	29	29	26	19
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__uncultured_bacterium	29	69	55	39	56	76	10	12	12	38	36	28	38	16	57	56	18	6	25	57	90
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__unclassified_Solirubrobacteraceae;s__unclassified_Solirubrobacteraceae	1	5	1	0	3	0	0	0	0	1	2	2	6	0	4	3	10	8	0	7	3
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured;s__metagenome	81	130	44	79	95	141	47	21	62	15	38	40	29	23	36	132	29	26	38	104	273
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured;s__unclassified_uncultured	1	0	4	0	1	0	7	0	0	3	6	12	4	0	2	11	8	0	0	11	3
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured;s__uncultured_bacterium	1	3	3	7	3	7	0	0	0	0	0	0	3	0	2	3	2	5	2	6	3
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__unclassified_Solirubrobacterales;g__unclassified_Solirubrobacterales;s__unclassified_Solirubrobacterales	0	0	0	0	0	12	2	0	0	2	0	5	1	0	8	2	2	0	1	2	1
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__unclassified_Thermoleophilia;f__unclassified_Thermoleophilia;g__unclassified_Thermoleophilia;s__unclassified_Thermoleophilia	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium	7	13	18	18	8	16	7	12	1	17	10	21	12	0	19	22	5	13	22	27	31
d__Bacteria;p__Actinobacteria;c__unclassified_Actinobacteria;o__unclassified_Actinobacteria;f__unclassified_Actinobacteria;g__unclassified_Actinobacteria;s__unclassified_Actinobacteria	19	11	27	18	20	10	11	8	26	9	35	6	30	0	10	19	59	17	16	6	9
d__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0
d__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales;s__unclassified_Armatimonadales	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales;s__uncultured_bacterium	8	0	0	0	0	8	0	0	15	0	0	0	0	0	18	0	2	0	0	8	0
d__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__uncultured_bacterium	3	0	0	4	4	0	0	0	5	0	0	6	0	9	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadales;g__Chthonomonadales;s__uncultured_bacterium	7	10	0	5	0	0	0	7	0	0	0	2	0	0	0	0	23	0	0	0	6
d__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae;s__unclassified_Fimbriimonadaceae	0	0	4	0	0	0	0	0	0	0	5	4	0	0	0	0	17	8	0	0	5
d__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae;s__uncultured_bacterium	0	2	0	0	4	8	6	0	14	0	8	0	0	3	0	3	0	0	5	0	3
d__Bacteria;p__Armatimonadetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__metagenome	9	0	9	18	0	6	14	7	5	10	6	25	0	21	11	0	0	0	23	0	0
d__Bacteria;p__Armatimonadetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_actinobacterium	4	0	8	0	9	16	2	9	0	0	0	0	0	5	0	11	10	0	0	0	8
d__Bacteria;p__Armatimonadetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium	0	17	0	0	0	4	0	0	12	0	0	1	8	0	0	1	10	19	0	3	2
d__Bacteria;p__Armatimonadetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	2	1	0	0	0	0	0	4	0	0	0	0	0	4	0	0	2	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0	3	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	6	4	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__uncultured_organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_2;s__uncultured_organism	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9;s__unclassified_Prevotella_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__unclassified_Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13;s__metagenome	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13;s__unclassified_37-13	0	6	0	0	0	0	0	0	9	0	0	10	7	5	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13;s__uncultured_bacterium	0	0	0	6	0	9	6	6	0	9	16	4	0	0	0	5	0	4	5	7	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__bacterium_enrichment	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_arvensicola	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_niabensis	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__unclassified_Chitinophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__unclassified_Ferruginibacter	2	0	0	0	9	6	0	2	0	7	2	8	0	8	0	0	0	5	0	10	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__uncultured_Chitinophagaceae	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__unclassified_Flavisolibacter	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__uncultured_soil	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__unclassified_Flavitalea	3	8	0	0	9	4	0	13	1	15	4	10	0	5	3	11	17	0	4	14	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__uncultured_bacterium	0	0	0	0	1	0	7	0	0	6	3	0	0	10	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__uncultured_Chitinophagaceae	11	0	0	5	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__unclassified_Niastella	13	4	0	0	15	6	8	5	13	3	0	5	0	0	0	9	13	0	8	0	8
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__uncultured_bacterium	0	2	0	0	2	0	2	0	0	2	7	0	0	15	0	0	0	2	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__uncultured_Chitinophagaceae	0	9	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parasegetibacter;s__uncultured_bacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudoflavitalea;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__unclassified_Taibaiella	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__uncultured_bacterium	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__unclassified_Terrimonas	94	29	55	34	145	67	49	67	72	90	87	93	34	127	47	61	43	57	50	49	25
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__uncultured_bacterium	0	0	0	4	0	0	4	6	5	18	14	5	0	5	11	2	0	2	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__uncultured_Chitinophagaceae	8	5	3	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__unclassified_Chitinophagaceae;s__unclassified_Chitinophagaceae	11	9	0	8	6	21	6	8	14	22	7	10	0	3	4	6	0	5	1	21	12
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__bacterium	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__Chitinophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__metagenome	12	0	11	0	11	23	11	4	7	0	12	12	6	10	5	8	0	13	0	7	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__Sphingobacterium_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__Spumella-like_flagellate	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__unclassified_uncultured	30	33	17	29	20	20	18	25	52	49	19	56	31	5	26	26	27	18	10	33	71
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_Chitinophagaceae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_Flavisolibacter	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_microorganism	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
