	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
ASV_290	7	0	12	0	18	12	22	15	0	17	8	12	0	11	19	0	0	0	18	12	0
ASV_291	15	17	15	0	0	6	0	14	15	0	0	11	9	8	0	26	12	19	10	0	0
ASV_292	0	0	0	22	0	15	0	24	16	20	0	0	0	0	0	17	25	0	0	0	0
ASV_293	10	5	5	7	6	5	7	8	8	9	2	4	0	0	9	0	0	8	6	9	9
ASV_294	0	0	12	0	0	18	7	14	0	25	9	11	0	15	7	0	0	16	11	24	0
ASV_295	15	8	8	19	0	8	0	8	13	11	0	9	9	0	0	0	7	8	7	0	0
ASV_296	0	11	11	11	10	0	0	7	16	0	0	0	24	0	0	0	11	5	0	0	0
ASV_297	5	4	13	30	0	0	0	10	9	0	0	5	12	0	0	15	26	0	0	0	11
ASV_298	0	8	9	11	9	13	6	8	8	5	13	9	6	10	17	13	4	13	9	10	6
ASV_299	17	0	0	20	15	0	0	0	8	11	0	7	15	0	8	14	18	5	7	0	0
ASV_300	14	19	0	0	0	0	0	0	24	0	0	0	0	0	0	0	32	0	0	0	20
ASV_301	14	0	8	0	0	13	12	0	0	16	18	15	12	0	22	0	0	0	13	19	0
ASV_302	12	15	10	5	7	12	5	0	4	7	2	8	10	0	10	0	0	7	12	12	9
ASV_303	12	10	12	20	0	0	0	0	10	4	10	9	20	0	0	12	20	6	15	5	9
ASV_304	18	5	7	14	14	0	5	22	21	4	13	0	0	0	0	0	0	0	0	0	0
ASV_305	13	0	9	16	6	8	0	16	6	8	11	14	11	0	15	18	34	0	0	0	0
ASV_306	0	11	21	28	0	0	14	10	0	0	0	0	0	0	0	0	27	23	19	0	0
ASV_307	10	10	10	13	0	8	15	0	13	0	14	0	11	6	0	0	14	15	13	13	0
ASV_308	0	10	7	7	0	6	9	0	12	0	6	10	6	0	21	36	13	0	28	0	2
ASV_309	0	0	0	14	0	0	0	0	0	0	0	19	17	0	13	0	27	0	18	0	0
ASV_310	15	0	0	0	0	13	0	9	0	0	12	17	0	0	0	0	0	0	22	28	0
ASV_311	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_312	18	0	0	17	17	0	0	25	13	0	0	0	0	0	0	17	17	0	0	23	19
ASV_313	0	0	0	31	0	0	17	33	25	0	14	0	21	0	0	0	29	0	0	0	0
ASV_314	12	12	14	0	13	0	0	11	21	0	4	16	0	7	20	0	12	0	7	0	0
ASV_315	4	3	4	20	20	1	8	11	13	12	1	2	10	1	6	3	2	11	1	3	17
ASV_316	11	0	0	11	7	0	7	5	13	0	0	0	16	0	0	0	40	7	0	0	0
ASV_317	10	0	9	0	29	0	2	0	0	24	20	0	0	0	0	0	0	14	13	0	28
ASV_318	7	11	7	0	11	6	0	0	0	0	0	15	10	0	7	10	7	0	9	8	0
ASV_319	7	16	0	0	0	0	22	16	0	17	17	0	21	8	0	0	0	0	0	18	11
ASV_320	24	0	0	0	18	0	0	11	23	13	0	0	0	0	19	0	0	0	0	0	23
ASV_321	6	0	4	0	20	11	25	9	10	10	11	14	5	9	10	0	0	8	4	0	0
ASV_322	12	14	0	40	0	0	0	0	27	0	14	0	13	0	0	0	27	0	0	0	0
ASV_323	14	8	0	10	0	0	9	8	15	13	11	14	16	0	6	0	0	0	11	0	0
ASV_324	15	0	27	34	0	0	0	0	25	14	0	0	0	0	0	0	0	0	0	24	0
ASV_325	11	13	9	0	0	0	7	0	13	10	10	14	18	0	13	14	20	0	10	0	17
ASV_326	19	13	0	0	0	11	0	0	0	19	14	0	0	0	0	17	0	0	15	18	0
ASV_327	8	9	12	13	0	4	0	12	5	9	13	5	10	0	6	15	14	7	10	0	10
ASV_328	11	9	8	0	3	11	0	5	7	13	21	17	0	0	13	9	10	0	13	0	0
ASV_329	12	11	5	4	0	12	0	9	7	10	10	12	7	0	6	11	7	6	4	0	8
ASV_330	8	12	0	12	0	7	0	7	0	8	0	4	10	0	0	0	29	7	9	0	9
ASV_331	0	6	0	11	26	0	0	0	15	0	0	0	22	0	0	20	12	0	0	0	0
ASV_332	9	11	1	7	3	0	0	20	4	13	5	6	1	14	27	9	0	6	5	0	0
ASV_333	14	15	0	0	13	0	9	8	13	0	0	6	0	6	7	6	22	13	4	0	0
ASV_334	17	11	10	0	0	0	0	10	17	0	0	0	11	17	15	12	16	0	18	0	0
ASV_335	18	10	13	14	0	0	0	24	24	21	0	20	11	0	0	0	0	0	23	0	0
ASV_336	0	19	0	0	0	20	12	11	0	0	0	14	0	0	16	0	0	23	0	16	18
ASV_337	0	17	7	30	17	0	12	13	0	0	0	0	17	0	0	9	16	0	0	15	0
ASV_338	9	0	14	0	0	9	12	15	0	10	10	16	7	3	7	0	0	0	7	12	0
ASV_339	0	0	9	9	1	11	0	7	7	5	19	10	7	8	15	0	0	0	14	0	0
ASV_340	14	9	0	14	7	15	0	10	7	12	0	14	8	0	13	10	0	0	6	0	0
ASV_341	0	43	0	0	13	0	12	0	10	20	30	17	0	12	25	0	0	0	0	0	0
ASV_342	12	0	0	13	0	0	8	13	11	15	0	3	7	0	12	0	0	0	8	11	0
ASV_343	4	0	12	6	0	10	22	14	8	0	0	12	7	0	0	0	11	20	31	0	0
ASV_344	3	6	9	8	10	9	0	7	4	7	4	10	0	1	6	6	6	0	3	12	7
ASV_345	2	1	12	2	3	8	2	2	0	5	16	12	0	0	23	11	8	8	13	13	37
ASV_346	7	5	6	23	0	0	2	16	24	0	0	10	25	0	0	0	18	1	0	15	0
ASV_347	0	22	0	13	12	0	0	0	0	0	0	23	10	0	0	0	28	0	0	0	11
ASV_348	33	11	0	0	0	0	8	9	0	8	0	0	6	0	0	0	0	0	0	9	0
ASV_349	8	14	0	0	8	0	15	0	20	0	13	7	0	24	16	0	0	22	15	10	0
ASV_350	0	5	12	13	4	0	15	5	17	22	1	9	9	0	5	0	5	14	8	6	0
ASV_351	0	0	0	17	13	14	0	10	13	0	13	5	10	4	12	0	0	10	11	0	0
ASV_352	5	8	6	8	2	7	6	3	5	4	6	2	5	1	7	12	7	4	3	17	12
ASV_353	0	0	0	0	10	0	0	20	0	0	0	0	16	0	0	28	0	0	0	0	0
ASV_354	0	0	0	44	0	22	0	7	0	0	0	0	0	0	9	0	0	0	43	9	0
ASV_355	5	10	21	0	19	18	0	0	20	12	0	7	6	0	0	16	0	0	9	0	0
ASV_356	0	6	11	4	9	10	0	11	10	10	8	0	12	15	12	0	9	10	0	11	6
ASV_357	6	0	6	11	5	12	21	14	0	0	0	18	0	0	13	0	10	0	19	6	0
ASV_358	6	9	6	21	8	0	12	4	11	6	7	0	0	0	0	0	0	0	0	0	0
ASV_359	22	19	16	0	15	22	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV_360	0	0	29	0	15	5	5	10	8	16	4	12	0	0	16	0	0	15	23	0	0
ASV_361	0	15	0	36	0	0	0	13	13	13	0	10	0	0	0	0	0	0	0	0	0
ASV_362	14	9	0	12	6	0	0	15	15	5	0	6	6	0	0	0	7	7	7	0	0
ASV_363	12	0	13	14	0	0	0	0	12	13	0	9	13	0	13	18	0	0	9	0	11
ASV_364	10	8	0	11	0	0	0	10	10	6	4	0	9	0	0	18	0	8	13	0	0
ASV_365	9	4	4	3	15	5	0	2	5	8	9	1	9	5	5	13	9	7	4	0	0
ASV_366	22	10	10	0	0	10	13	12	0	0	0	10	11	8	10	9	9	12	10	7	0
ASV_367	2	8	1	0	3	13	0	0	14	5	6	3	5	7	7	7	0	11	7	0	7
ASV_368	11	6	0	0	10	11	8	8	0	12	0	7	6	3	0	0	0	9	0	11	8
ASV_369	8	0	0	0	13	0	0	0	6	7	11	0	11	21	0	0	0	0	0	6	0
ASV_370	0	16	0	0	0	19	10	0	7	19	0	6	0	0	11	10	0	0	7	18	0
ASV_371	0	5	22	0	0	14	14	14	0	22	11	7	0	0	14	0	0	0	10	15	0
ASV_372	0	0	0	0	0	19	0	0	17	0	0	0	0	0	15	0	0	0	23	22	0
ASV_373	0	0	9	0	21	34	21	0	0	0	0	0	0	0	0	0	0	18	15	18	0
ASV_374	2	0	9	7	2	2	10	15	9	6	3	7	6	1	7	7	6	11	4	4	2
ASV_375	20	10	0	8	0	0	22	8	0	7	5	7	13	0	0	0	0	0	0	20	0
ASV_376	23	14	16	0	8	13	0	0	9	12	0	3	3	0	0	29	0	0	8	0	0
ASV_377	0	0	0	0	11	9	0	11	10	0	7	0	6	18	10	23	15	0	15	19	0
ASV_378	7	16	11	0	0	15	0	12	11	15	13	16	0	0	6	16	0	0	12	0	0
ASV_379	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	11	0	0
ASV_380	14	14	10	27	0	0	0	0	0	0	0	9	17	0	0	20	20	0	0	0	15
ASV_381	11	8	6	12	9	8	9	2	0	7	0	0	7	0	0	11	0	11	0	0	0
ASV_382	6	10	5	0	0	0	0	7	6	6	9	12	0	0	17	0	9	7	8	0	7
ASV_383	8	9	6	0	0	11	10	0	0	9	11	10	3	6	6	15	12	9	10	0	0
ASV_384	0	0	0	0	5	13	0	0	19	0	0	10	0	0	19	0	0	0	15	0	0
ASV_385	0	12	0	19	0	0	0	18	0	12	23	0	10	0	18	0	13	0	0	14	0
ASV_386	0	4	11	0	0	0	5	14	17	2	15	8	8	0	14	18	8	2	4	13	4
ASV_387	0	0	0	13	17	0	0	0	14	0	0	13	0	9	0	0	17	0	13	19	0
ASV_388	15	0	21	0	15	0	0	0	0	0	16	0	0	30	0	0	0	0	14	0	0
ASV_389	8	14	12	0	0	14	0	0	10	11	6	11	20	0	0	0	0	16	0	0	11
ASV_390	7	0	9	0	0	14	12	0	0	20	0	18	0	0	8	0	0	0	20	13	22
ASV_391	0	33	0	0	0	0	0	16	0	17	14	28	21	0	0	0	0	0	0	24	17
ASV_392	5	0	10	9	5	0	17	5	11	2	13	6	0	9	3	0	0	7	3	12	6
ASV_393	0	0	13	0	16	0	0	0	0	0	0	6	3	12	0	0	0	19	0	36	0
ASV_394	14	0	0	9	13	10	0	0	0	0	0	4	0	0	0	0	0	10	7	0	0
ASV_395	0	0	0	22	6	0	8	0	0	0	0	0	0	0	17	0	0	0	7	13	0
ASV_396	0	0	6	0	0	0	0	0	0	0	0	0	0	17	44	35	0	0	0	0	0
ASV_397	0	0	13	0	7	6	8	0	5	16	12	13	0	5	6	0	0	12	4	23	16
ASV_398	5	9	3	8	4	7	6	6	7	5	5	9	9	0	4	11	5	11	8	3	7
ASV_399	0	0	13	0	0	0	0	0	13	0	0	14	0	0	18	19	14	0	13	0	0
ASV_400	3	3	3	10	4	6	0	15	13	0	0	0	3	0	5	11	0	14	6	12	0
ASV_401	8	0	19	0	17	0	18	6	6	13	0	9	0	0	0	0	0	16	12	0	0
ASV_402	9	8	5	6	12	7	9	10	10	0	0	0	0	0	0	5	0	0	6	0	12
ASV_403	7	7	8	0	0	0	0	7	0	0	15	0	9	9	0	0	0	0	0	0	0
ASV_404	0	12	11	0	0	12	11	0	12	13	0	16	10	12	18	11	8	0	6	0	10
ASV_405	12	13	11	17	0	0	9	0	0	6	8	20	13	0	0	16	12	0	10	0	0
ASV_406	0	12	6	9	0	16	0	0	3	0	0	18	11	0	10	0	8	0	8	0	9
ASV_407	12	27	0	0	19	16	0	0	18	0	0	0	0	0	0	23	0	17	0	0	26
ASV_408	0	0	0	0	10	0	10	0	0	23	28	10	7	16	13	14	0	18	8	0	0
ASV_409	0	0	0	19	0	0	0	0	15	0	11	10	14	0	0	24	0	22	16	0	0
ASV_410	0	0	13	16	5	0	6	10	0	0	10	0	0	0	19	0	0	0	37	0	0
ASV_411	0	22	12	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	30	22
ASV_412	18	4	0	16	0	14	0	17	10	15	11	0	0	0	0	0	0	0	9	0	0
ASV_413	0	0	0	0	0	0	0	0	0	0	14	0	0	94	0	0	0	0	13	0	0
ASV_414	0	10	4	0	0	0	14	9	15	0	16	0	0	0	0	0	18	0	0	0	0
ASV_415	8	0	0	3	19	0	13	7	12	0	0	0	0	9	0	0	0	0	0	0	0
ASV_416	14	0	0	0	19	3	2	10	7	0	0	0	0	6	0	0	0	0	0	0	0
ASV_417	9	8	0	6	9	5	3	0	4	12	14	13	7	15	14	6	5	8	8	0	0
ASV_418	13	2	0	11	3	0	0	7	6	6	0	9	10	0	9	6	11	7	6	0	0
ASV_419	0	4	9	9	0	0	0	3	11	9	7	12	6	8	13	0	5	8	6	0	0
ASV_420	0	0	0	0	0	0	0	0	0	26	0	0	0	25	0	0	20	0	0	0	0
ASV_421	7	10	11	7	5	0	6	0	9	11	5	8	0	0	4	6	11	6	8	0	12
ASV_422	12	6	2	11	16	0	0	13	0	0	0	0	0	0	0	0	18	20	0	0	0
ASV_423	0	0	48	0	26	0	0	0	0	0	0	0	0	0	26	31	0	0	0	0	0
ASV_424	0	0	0	23	0	0	0	0	0	0	0	19	28	0	0	0	0	10	0	0	0
ASV_425	2	18	4	12	4	0	0	10	8	0	0	3	6	0	0	14	9	6	0	6	13
ASV_426	11	0	0	0	0	6	0	15	6	10	0	17	11	0	0	11	11	0	12	0	0
ASV_427	7	10	0	5	0	0	9	3	8	1	9	5	5	19	0	8	9	0	13	0	2
ASV_428	23	14	0	0	0	0	17	0	23	0	0	0	0	0	17	0	32	0	5	0	28
ASV_429	12	8	0	12	6	0	0	4	10	6	0	0	16	0	0	8	0	7	0	7	5
ASV_430	0	0	0	0	19	0	0	0	0	0	0	0	0	23	16	0	0	19	0	16	0
ASV_431	0	7	2	17	0	0	0	11	13	6	0	4	0	0	0	0	18	0	2	0	15
ASV_432	0	16	7	0	10	5	7	0	0	9	14	9	10	0	0	0	0	9	0	7	0
ASV_433	9	6	15	7	7	2	8	8	0	0	7	8	0	6	0	4	9	0	9	0	0
ASV_434	5	0	5	2	26	7	13	11	6	12	12	9	4	8	6	0	0	9	4	0	0
ASV_435	22	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
ASV_436	12	0	19	5	17	0	0	13	6	20	0	0	0	0	13	0	0	11	17	0	0
ASV_437	7	0	4	14	17	25	8	7	6	0	0	10	5	0	0	0	7	8	0	11	7
ASV_438	0	0	0	18	0	0	0	0	0	0	0	0	13	0	0	0	0	0	15	0	0
ASV_439	7	0	12	21	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	6
ASV_440	0	0	19	0	0	0	34	25	17	20	20	24	0	0	0	0	0	0	0	0	0
ASV_441	0	0	18	7	0	0	0	10	0	10	28	0	0	14	0	0	0	0	7	0	0
ASV_442	7	0	4	4	5	1	2	3	1	13	0	0	12	1	3	2	2	18	5	15	20
ASV_443	13	5	0	8	13	23	0	6	0	9	0	0	6	0	0	0	4	10	0	0	27
ASV_444	11	5	5	0	7	5	6	2	3	7	0	0	8	6	12	5	0	9	4	4	7
ASV_445	1	4	4	4	4	14	0	0	1	2	14	2	0	0	3	1	4	0	1	12	10
ASV_446	0	0	19	0	0	29	0	0	0	0	21	0	0	9	23	0	0	24	0	0	0
ASV_447	9	3	6	0	0	18	1	11	6	6	4	6	3	3	3	7	0	21	17	4	3
ASV_448	8	9	0	17	0	0	0	6	11	0	0	0	0	0	0	22	20	0	0	0	0
ASV_449	0	9	13	0	19	0	9	15	8	6	0	0	21	5	0	0	6	0	0	0	0
ASV_450	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
ASV_451	3	1	10	8	6	10	4	11	0	14	0	8	9	0	11	0	0	13	0	0	10
ASV_452	0	6	0	23	34	13	0	23	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_453	7	0	0	16	13	0	0	25	9	0	0	12	0	0	0	5	11	7	0	0	0
ASV_454	0	8	0	12	0	0	0	17	5	8	0	0	0	0	9	12	0	10	5	0	0
ASV_455	0	0	0	0	19	0	0	0	23	0	0	19	0	0	0	0	0	0	21	0	0
ASV_456	7	0	7	0	12	48	12	0	0	0	0	6	0	0	16	7	0	15	0	0	19
ASV_457	0	20	8	24	0	0	18	12	0	19	8	0	0	0	12	12	0	7	0	0	12
ASV_458	0	43	36	0	0	0	0	0	0	0	0	0	26	0	0	49	0	0	0	0	0
ASV_459	11	7	0	14	0	6	0	11	7	11	0	11	6	0	10	0	16	0	0	4	0
ASV_460	0	14	0	0	12	0	0	0	31	7	0	0	16	0	7	0	11	10	5	19	0
ASV_461	21	9	11	12	0	0	0	9	9	0	0	0	12	0	0	0	15	0	0	0	0
ASV_462	11	12	0	0	0	0	11	0	12	10	0	0	14	0	0	0	0	6	0	21	0
ASV_463	0	0	0	6	12	14	16	28	19	6	0	0	0	0	0	0	0	0	14	0	0
ASV_464	0	9	0	14	0	13	0	11	0	0	17	9	0	0	0	0	0	19	20	0	0
ASV_465	12	0	0	19	0	0	0	0	0	10	0	0	12	0	0	0	16	12	4	0	0
ASV_466	0	12	0	30	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
ASV_467	10	14	9	4	0	0	3	6	0	0	8	5	12	0	6	7	0	0	0	6	15
ASV_468	16	18	16	0	0	0	0	7	0	0	8	11	7	0	0	0	27	22	0	0	0
ASV_469	3	0	7	0	14	2	5	0	12	0	8	2	5	3	0	9	8	4	12	16	0
ASV_470	0	0	0	35	0	0	0	17	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV_471	0	0	8	0	0	7	0	0	0	0	7	17	0	0	9	0	0	18	16	0	0
ASV_472	2	3	8	3	1	1	5	7	4	8	4	14	3	3	7	7	5	7	7	0	7
ASV_473	13	0	0	0	0	9	0	0	10	13	0	7	0	0	14	0	10	7	0	0	0
ASV_474	11	0	0	0	10	24	0	0	17	0	0	0	0	0	25	17	0	0	18	0	0
ASV_475	0	20	0	12	0	0	0	20	22	18	13	0	0	18	0	9	0	19	0	0	0
ASV_476	12	6	0	0	0	0	0	12	0	0	0	11	6	0	15	11	0	9	29	0	0
ASV_477	7	4	5	5	14	0	0	6	6	9	0	4	7	0	2	4	3	9	5	5	0
ASV_478	21	12	6	16	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_479	16	4	3	0	28	14	16	10	0	0	0	13	5	0	0	0	6	0	0	0	0
ASV_480	0	0	0	0	0	9	6	0	0	0	10	0	0	0	5	0	0	5	4	0	21
ASV_481	5	0	0	0	0	0	0	10	0	0	1	9	0	3	12	7	7	11	9	8	0
ASV_482	20	0	0	0	0	0	0	0	27	0	0	0	0	18	0	0	0	0	28	0	0
ASV_483	8	0	20	0	0	0	0	9	0	0	11	0	12	48	0	0	0	9	0	0	0
ASV_484	0	9	0	13	10	11	1	18	7	0	0	0	1	0	8	10	0	13	0	7	0
ASV_485	10	0	0	6	14	4	12	0	9	9	4	1	0	16	10	8	0	15	7	17	0
ASV_486	0	0	12	0	12	18	10	0	0	9	0	0	10	28	12	0	0	12	0	0	0
ASV_487	2	5	10	18	1	4	0	4	5	6	1	6	8	4	11	11	6	4	4	0	4
ASV_488	4	5	26	6	0	0	0	3	5	5	0	1	5	0	0	0	8	0	0	13	0
ASV_489	5	9	8	0	5	9	0	0	6	10	7	0	6	0	0	6	8	0	0	10	6
ASV_490	0	0	0	0	0	0	0	0	0	0	12	0	15	31	10	0	0	0	13	0	0
ASV_491	10	0	0	8	0	0	4	0	0	3	0	5	8	0	6	0	7	8	4	9	7
ASV_492	0	0	0	0	0	0	20	0	14	16	0	0	11	0	0	0	0	0	0	24	0
ASV_493	3	22	6	0	7	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0
ASV_494	12	0	8	9	1	4	4	5	6	3	2	2	4	0	0	3	5	7	3	4	5
ASV_495	9	0	11	7	13	10	6	0	8	0	0	11	0	0	0	0	0	15	2	0	0
ASV_496	5	21	13	22	0	0	10	11	0	0	0	0	0	0	0	0	0	0	6	15	0
ASV_497	4	0	0	6	0	0	0	6	6	7	0	8	7	7	13	0	0	0	11	5	0
ASV_498	6	0	5	0	15	3	9	0	7	0	7	0	7	26	0	0	0	0	0	0	0
ASV_499	0	0	0	0	0	0	0	0	25	29	0	0	0	0	0	0	0	0	0	0	0
ASV_500	0	0	11	0	15	0	0	0	0	0	14	0	16	0	14	24	0	12	8	8	13
ASV_501	0	3	16	0	6	12	9	0	9	11	19	0	0	8	10	0	0	9	5	0	0
ASV_502	9	0	0	16	4	0	5	7	10	3	8	7	6	0	4	0	0	6	5	0	0
ASV_503	18	0	0	16	0	0	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0
ASV_504	4	1	5	0	6	3	1	3	4	1	8	0	3	5	6	0	0	12	7	9	11
ASV_505	4	8	10	4	4	2	3	10	4	4	0	0	4	0	5	9	10	0	5	0	13
ASV_506	0	10	0	19	0	16	0	0	0	0	0	0	0	0	0	14	14	0	0	17	0
ASV_507	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_508	4	0	2	15	8	0	5	4	8	8	4	6	0	0	12	0	3	7	2	17	5
ASV_509	16	0	13	0	0	19	0	12	16	0	0	0	12	3	0	0	0	13	0	13	9
ASV_510	4	9	8	0	18	14	0	0	11	0	0	6	0	12	7	0	0	8	0	0	0
ASV_511	8	3	0	9	7	0	0	13	11	0	0	0	0	0	0	0	14	5	0	0	0
ASV_512	0	0	7	0	0	0	4	0	0	0	0	12	0	19	0	0	0	0	0	0	0
ASV_513	9	0	9	0	7	9	6	0	5	8	7	11	6	26	8	0	4	10	5	0	0
ASV_514	5	5	8	5	3	0	6	3	0	8	8	5	7	4	6	0	7	5	6	0	0
ASV_515	0	9	4	0	1	1	12	6	5	0	0	8	0	0	0	4	1	0	5	16	7
ASV_516	15	7	0	0	0	0	0	0	12	14	0	8	10	0	0	7	18	0	0	11	0
ASV_517	0	0	7	0	0	14	14	0	0	16	0	0	0	0	0	0	0	13	10	0	0
ASV_518	9	0	10	0	0	9	0	0	0	0	15	0	0	25	9	5	0	12	0	12	0
ASV_519	9	0	7	0	6	21	14	0	0	0	0	8	7	0	0	0	0	7	9	0	12
ASV_520	0	0	10	0	12	0	10	17	0	5	0	16	0	0	10	0	0	0	10	12	0
ASV_521	6	12	0	0	0	9	6	8	5	0	4	6	5	0	0	0	9	0	11	0	0
ASV_522	10	0	6	0	7	0	0	10	0	9	0	0	10	0	0	0	0	7	0	8	12
ASV_523	0	0	5	0	0	0	18	0	0	8	20	24	15	0	12	11	11	0	11	0	0
ASV_524	4	7	0	10	0	2	0	0	12	5	0	3	3	0	7	0	14	0	0	6	0
ASV_525	2	0	0	6	5	0	17	0	0	5	9	1	0	0	4	0	0	9	4	19	1
ASV_526	0	0	0	0	0	9	0	0	0	6	16	12	0	29	12	0	0	14	0	0	0
ASV_527	0	11	12	9	0	0	9	14	9	0	0	0	0	0	0	0	0	0	11	0	6
ASV_528	0	0	0	0	17	12	0	8	0	0	0	5	10	0	0	16	0	0	0	0	0
ASV_529	0	0	12	20	0	0	16	0	9	8	8	10	0	0	8	0	0	0	0	12	10
ASV_530	8	0	6	0	10	20	5	0	9	11	0	3	8	5	0	0	0	0	10	0	14
ASV_531	30	7	0	0	19	7	12	0	14	0	0	0	0	7	0	0	0	0	0	5	0
ASV_532	4	0	0	6	0	10	0	15	0	12	6	5	0	0	20	0	0	25	8	0	0
ASV_533	0	14	0	12	0	11	0	13	0	3	5	8	6	0	0	0	7	0	11	0	0
ASV_534	0	12	0	0	0	15	5	0	0	0	10	0	9	0	18	8	8	0	0	0	0
ASV_535	7	13	0	11	0	0	0	0	0	0	14	0	0	0	21	0	9	0	8	0	0
ASV_536	0	19	0	0	0	0	0	0	17	0	18	25	0	0	29	0	0	0	21	0	0
ASV_537	0	0	0	0	8	0	0	16	13	14	0	5	7	0	10	6	13	0	8	0	0
ASV_538	4	3	0	10	0	11	3	2	0	8	0	7	10	0	0	8	4	7	7	3	0
ASV_539	9	0	7	0	15	5	0	0	8	0	7	0	7	0	5	5	0	9	11	7	0
ASV_540	6	0	7	6	0	0	0	6	10	8	5	6	7	5	10	0	8	0	0	0	0
ASV_541	0	4	0	5	0	0	7	13	0	0	0	5	0	5	0	0	0	12	7	10	0
ASV_542	0	20	0	14	0	0	11	14	7	0	0	7	13	0	0	14	20	0	0	0	0
ASV_543	6	8	6	0	0	0	0	0	0	0	0	5	0	0	0	19	19	0	5	0	0
ASV_544	0	0	5	5	2	0	0	14	7	1	8	5	10	0	0	15	16	3	0	0	0
ASV_545	6	0	8	0	0	13	0	0	14	0	6	12	0	0	0	0	7	0	0	0	0
ASV_546	12	0	19	0	0	0	16	14	0	0	0	19	0	0	15	0	0	0	9	0	0
ASV_547	0	0	0	0	0	14	0	0	15	0	0	15	19	0	0	0	0	0	21	0	0
ASV_548	9	5	12	0	0	5	0	0	5	7	5	0	0	3	18	7	0	0	0	0	0
ASV_549	0	0	0	18	0	0	8	8	5	9	11	0	0	0	16	0	16	10	0	10	0
ASV_550	0	0	10	18	0	0	10	0	0	0	0	0	0	0	0	11	12	0	0	0	0
ASV_551	4	0	4	0	0	0	17	0	0	18	0	3	4	5	14	0	0	0	5	0	8
ASV_552	0	0	11	0	0	0	0	0	0	14	15	14	11	0	17	21	0	16	27	0	0
ASV_553	13	0	6	0	0	0	8	0	9	10	0	0	7	0	0	6	9	6	0	0	0
ASV_554	12	0	7	0	0	0	0	9	0	9	0	9	0	10	16	14	0	0	0	0	0
ASV_555	18	0	0	30	0	0	0	11	0	0	0	0	0	0	0	0	57	0	0	0	0
ASV_556	0	12	0	0	0	4	0	6	0	0	10	8	0	0	0	15	12	0	6	0	0
ASV_557	0	5	5	4	0	7	0	4	6	0	4	7	3	8	8	0	6	0	11	0	0
ASV_558	13	13	5	15	9	0	4	0	6	0	0	0	17	0	0	4	27	0	0	5	4
ASV_559	3	3	4	2	2	12	3	0	13	3	0	3	2	0	6	2	4	11	2	0	4
ASV_560	0	10	0	0	0	0	10	14	0	8	9	0	7	0	0	9	16	0	0	0	11
ASV_561	0	6	0	0	7	0	0	12	12	0	0	0	0	0	0	0	0	16	0	0	0
ASV_562	17	13	0	6	0	0	0	20	14	0	0	0	10	0	18	0	0	0	0	0	0
ASV_563	0	0	0	0	0	0	13	0	0	0	0	14	0	0	0	0	0	17	0	12	17
ASV_564	0	21	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_565	19	0	0	0	0	0	0	8	0	0	6	0	0	15	0	0	0	16	0	14	0
ASV_566	0	0	0	0	0	7	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_567	0	23	0	22	0	0	12	0	9	4	0	0	0	0	0	0	0	21	0	0	0
ASV_568	0	4	13	0	0	0	0	9	8	0	7	0	11	0	13	11	19	0	18	0	0
ASV_569	0	0	0	0	0	4	6	8	0	9	0	9	0	0	0	8	0	7	8	11	0
ASV_570	0	0	0	0	0	23	8	0	4	4	24	0	4	0	0	0	0	7	0	6	0
ASV_571	0	0	0	0	0	0	0	12	0	17	22	0	0	0	23	0	0	0	11	0	0
ASV_572	0	0	0	0	15	0	0	7	0	0	0	0	0	8	0	0	0	0	4	21	0
ASV_573	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	27	0	0	25	0	0
ASV_574	0	0	0	0	0	0	17	0	0	0	8	0	0	16	0	0	0	23	8	36	0
ASV_575	6	0	0	5	9	15	0	0	24	0	0	0	9	0	0	18	20	0	6	0	0
ASV_576	0	11	0	10	0	10	0	0	0	8	0	6	6	0	0	0	10	0	3	0	0
ASV_577	0	0	6	0	7	9	0	0	0	0	19	7	0	0	12	0	0	11	8	0	0
ASV_578	8	6	0	0	11	18	11	0	0	0	0	0	0	19	0	0	0	0	0	13	0
